episode,avg_throughput,avg_tx_power,mcs_usage_16qam,mcs_usage_64qam,mcs_usage_qpsk,per
1,2.0,0.49320868104696275,0.45,0.25,0.3,0.35
2,2.2,0.5774539560079575,0.4,0.2,0.4,0.25
3,1.1,0.5379091039299965,0.35,0.5,0.15,0.65
4,1.8,0.5593950673937798,0.45,0.35,0.2,0.44999999999999996
5,1.8,0.5730979725718498,0.25,0.35,0.4,0.35
6,2.5,0.5969279542565346,0.7,0.15,0.15,0.30000000000000004
7,2.7,0.6180353432893753,0.55,0.2,0.25,0.19999999999999996
8,1.8,0.5321633100509644,0.75,0.15,0.1,0.5
9,2.6,0.6227981388568878,0.75,0.15,0.1,0.30000000000000004
10,2.7,0.6487705886363984,0.75,0.05,0.2,0.25
11,3.2,0.5982317253947258,0.9,0.05,0.05,0.19999999999999996
12,2.9,0.6624848961830139,0.85,0.0,0.15,0.19999999999999996
13,3.1,0.622358500957489,0.85,0.1,0.05,0.19999999999999996
14,3.5,0.6670655265450478,0.95,0.0,0.05,0.09999999999999998
15,3.3,0.7325061053037644,0.85,0.1,0.05,0.15000000000000002
16,3.0,0.5938468500971794,1.0,0.0,0.0,0.25
17,3.6,0.6581763699650764,0.85,0.05,0.1,0.050000000000000044
18,3.2,0.6473327904939652,0.95,0.05,0.0,0.19999999999999996
19,3.7,0.673898845911026,0.85,0.0,0.15,0.0
20,3.2,0.5751689314842224,0.9,0.0,0.1,0.15000000000000002
21,2.8,0.6030281975865364,0.8,0.0,0.2,0.19999999999999996
22,3.0,0.6433538123965263,0.95,0.05,0.0,0.25
23,3.1,0.533652625977993,0.95,0.0,0.05,0.19999999999999996
24,2.7,0.5657353863120079,0.9,0.05,0.05,0.30000000000000004
25,3.5,0.6958687916398049,0.85,0.0,0.15,0.050000000000000044
26,3.0,0.6556356534361839,0.9,0.0,0.1,0.19999999999999996
27,3.3,0.6852668032050133,0.9,0.05,0.05,0.15000000000000002
28,3.5,0.6654908135533333,0.85,0.0,0.15,0.050000000000000044
29,3.5,0.667578148841858,0.85,0.0,0.15,0.050000000000000044
30,3.8,0.7177937999367714,0.9,0.0,0.1,0.0
31,3.0,0.6110082060098648,0.9,0.0,0.1,0.19999999999999996
32,3.5,0.6534328281879425,0.9,0.05,0.05,0.09999999999999998
33,3.8,0.6699908167123795,0.9,0.0,0.1,0.0
34,3.3,0.6653399437665939,0.9,0.0,0.1,0.15000000000000002
35,2.9,0.6098119944334031,0.75,0.1,0.15,0.19999999999999996
36,3.2,0.6999590530991554,0.7,0.1,0.2,0.09999999999999998
37,3.5,0.6990842998027802,0.8,0.05,0.15,0.050000000000000044
38,2.9,0.7128839328885078,0.6,0.15,0.25,0.15000000000000002
39,3.8,0.7227589100599289,0.9,0.0,0.1,0.0
40,2.9,0.6235999673604965,0.85,0.0,0.15,0.19999999999999996
41,3.0,0.5794475466012955,0.9,0.0,0.1,0.19999999999999996
42,3.4,0.6566992074251174,0.9,0.0,0.1,0.09999999999999998
43,3.6,0.7029982268810272,0.8,0.0,0.2,0.0
44,2.7,0.6638023465871811,0.8,0.05,0.15,0.25
45,2.9,0.5693791881203651,0.85,0.05,0.1,0.25
46,3.4,0.6997135192155838,0.8,0.0,0.2,0.050000000000000044
47,3.6,0.6737532585859298,0.95,0.0,0.05,0.09999999999999998
48,3.7,0.7492320671677589,0.9,0.05,0.05,0.050000000000000044
49,3.8,0.6932483941316605,0.9,0.0,0.1,0.0
50,3.6,0.7024394899606705,0.9,0.0,0.1,0.050000000000000044
51,3.1,0.596659803390503,0.95,0.0,0.05,0.19999999999999996
52,3.7,0.6685980573296547,0.95,0.0,0.05,0.050000000000000044
53,3.5,0.6672237902879715,0.9,0.05,0.05,0.09999999999999998
54,3.7,0.6646901905536652,0.95,0.0,0.05,0.050000000000000044
55,3.8,0.7461756631731987,1.0,0.0,0.0,0.050000000000000044
56,3.7,0.730300772190094,0.95,0.0,0.05,0.050000000000000044
57,3.6,0.6225436434149743,1.0,0.0,0.0,0.09999999999999998
58,3.7,0.679113045334816,0.9,0.05,0.05,0.050000000000000044
59,3.4,0.7074096351861954,0.9,0.0,0.1,0.09999999999999998
60,3.6,0.6873665615916252,1.0,0.0,0.0,0.09999999999999998
61,3.3,0.6534197971224784,0.85,0.0,0.15,0.09999999999999998
62,3.5,0.6521788388490677,0.95,0.0,0.05,0.09999999999999998
63,3.9,0.7452940255403518,0.95,0.0,0.05,0.0
64,3.5,0.6141463622450829,0.95,0.0,0.05,0.09999999999999998
65,3.8,0.7567183911800385,1.0,0.0,0.0,0.050000000000000044
66,3.0,0.6802798688411713,1.0,0.0,0.0,0.25
67,3.8,0.7204076796770096,1.0,0.0,0.0,0.050000000000000044
68,4.0,0.8052601337432861,1.0,0.0,0.0,0.0
69,3.8,0.7981427043676377,1.0,0.0,0.0,0.050000000000000044
70,3.9,0.7986875653266907,0.95,0.0,0.05,0.0
71,3.5,0.7176208943128586,0.95,0.0,0.05,0.09999999999999998
72,3.8,0.7507847979664802,1.0,0.0,0.0,0.050000000000000044
73,4.0,0.7289051130414009,1.0,0.0,0.0,0.0
74,3.6,0.7332938730716705,1.0,0.0,0.0,0.09999999999999998
75,3.8,0.6806364387273789,1.0,0.0,0.0,0.050000000000000044
76,3.5,0.7334481030702591,0.95,0.0,0.05,0.09999999999999998
77,4.0,0.7500897765159606,1.0,0.0,0.0,0.0
78,3.9,0.7138149127364158,0.95,0.0,0.05,0.0
79,3.7,0.7265016496181488,0.95,0.0,0.05,0.050000000000000044
80,3.6,0.7251521319150924,1.0,0.0,0.0,0.09999999999999998
81,3.6,0.6845605850219727,0.9,0.0,0.1,0.050000000000000044
82,3.8,0.7931568577885628,1.0,0.0,0.0,0.050000000000000044
83,3.2,0.6394499927759171,0.9,0.0,0.1,0.15000000000000002
84,3.6,0.7315145865082741,1.0,0.0,0.0,0.09999999999999998
85,3.8,0.7329899594187737,1.0,0.0,0.0,0.050000000000000044
86,3.2,0.5427170120179653,1.0,0.0,0.0,0.19999999999999996
87,3.2,0.6292667582631111,1.0,0.0,0.0,0.19999999999999996
88,3.6,0.6753534287214279,1.0,0.0,0.0,0.09999999999999998
89,3.4,0.6968984991312027,1.0,0.0,0.0,0.15000000000000002
90,2.6,0.6230042271316052,1.0,0.0,0.0,0.35
91,3.6,0.6658317707479,1.0,0.0,0.0,0.09999999999999998
92,3.7,0.6824567511677742,0.95,0.0,0.05,0.050000000000000044
93,3.5,0.7047185629606247,0.9,0.05,0.05,0.09999999999999998
94,3.6,0.6766355007886886,1.0,0.0,0.0,0.09999999999999998
95,3.6,0.6911474794149399,1.0,0.0,0.0,0.09999999999999998
96,3.5,0.6923214443027973,0.95,0.0,0.05,0.09999999999999998
97,3.6,0.7080913364887238,1.0,0.0,0.0,0.09999999999999998
98,3.8,0.6761762008070946,1.0,0.0,0.0,0.050000000000000044
99,3.5,0.717639933526516,0.95,0.0,0.05,0.09999999999999998
100,3.6,0.7005749121308327,1.0,0.0,0.0,0.09999999999999998
101,3.6,0.7392612636089325,0.9,0.0,0.1,0.050000000000000044
102,3.8,0.7481432363390923,1.0,0.0,0.0,0.050000000000000044
103,3.5,0.6622691467404366,0.95,0.0,0.05,0.09999999999999998
104,3.0,0.6408190988004208,1.0,0.0,0.0,0.25
105,3.4,0.6824121594429016,1.0,0.0,0.0,0.15000000000000002
106,3.4,0.6636542893946171,1.0,0.0,0.0,0.15000000000000002
107,3.8,0.7573267430067062,1.0,0.0,0.0,0.050000000000000044
108,3.4,0.7431022599339485,0.9,0.0,0.1,0.09999999999999998
109,3.5,0.7177388072013855,0.95,0.0,0.05,0.09999999999999998
110,3.7,0.753166963160038,0.95,0.0,0.05,0.050000000000000044
111,2.9,0.5725322604179383,0.95,0.0,0.05,0.25
112,3.0,0.6649262145161629,1.0,0.0,0.0,0.25
113,3.4,0.7300760217010975,1.0,0.0,0.0,0.15000000000000002
114,3.8,0.8257103219628334,1.0,0.0,0.0,0.050000000000000044
115,3.0,0.7098291933536529,1.0,0.0,0.0,0.25
116,3.9,0.7989391088485718,0.95,0.0,0.05,0.0
117,3.8,0.7490334816277027,1.0,0.0,0.0,0.050000000000000044
118,3.3,0.7822580426931381,0.95,0.0,0.05,0.15000000000000002
119,3.3,0.7584952153265476,0.95,0.0,0.05,0.15000000000000002
120,3.8,0.7708125799894333,1.0,0.0,0.0,0.050000000000000044
121,2.1,0.5209661856293678,0.95,0.0,0.05,0.44999999999999996
122,3.0,0.7150677114725112,1.0,0.0,0.0,0.25
123,3.0,0.60154133066535,1.0,0.0,0.0,0.25
124,3.2,0.7334081292152405,1.0,0.0,0.0,0.19999999999999996
125,2.8,0.6706904076039791,1.0,0.0,0.0,0.30000000000000004
126,3.5,0.8440126776695251,0.95,0.0,0.05,0.09999999999999998
127,2.8,0.6786641457118094,0.9,0.0,0.1,0.25
128,3.4,0.688531287945807,1.0,0.0,0.0,0.15000000000000002
129,3.2,0.7603078786283731,1.0,0.0,0.0,0.19999999999999996
130,3.4,0.6952739506959915,1.0,0.0,0.0,0.15000000000000002
131,3.0,0.7249202232807874,1.0,0.0,0.0,0.25
132,3.2,0.6826130270957946,0.9,0.0,0.1,0.15000000000000002
133,3.2,0.7175787784159183,1.0,0.0,0.0,0.19999999999999996
134,3.1,0.6784786075353623,0.95,0.0,0.05,0.19999999999999996
135,3.4,0.8192076805979014,1.0,0.0,0.0,0.15000000000000002
136,2.4,0.5705218411982059,1.0,0.0,0.0,0.4
137,3.0,0.6435016937553882,1.0,0.0,0.0,0.25
138,3.8,0.8118905812501908,1.0,0.0,0.0,0.050000000000000044
139,3.5,0.7834670819342137,0.95,0.0,0.05,0.09999999999999998
140,2.6,0.5491582743823529,1.0,0.0,0.0,0.35
141,3.5,0.6742460206151009,0.95,0.0,0.05,0.09999999999999998
142,3.2,0.7134048178792,1.0,0.0,0.0,0.19999999999999996
143,3.3,0.656605313718319,0.95,0.0,0.05,0.15000000000000002
144,3.2,0.7199095465242863,0.9,0.0,0.1,0.15000000000000002
145,3.2,0.6944491257891059,1.0,0.0,0.0,0.19999999999999996
146,3.2,0.6603866435587407,1.0,0.0,0.0,0.19999999999999996
147,3.4,0.7804626584053039,0.95,0.05,0.0,0.15000000000000002
148,3.1,0.6506057530641556,0.95,0.0,0.05,0.19999999999999996
149,3.8,0.7860989004373551,0.9,0.0,0.1,0.0
150,2.7,0.645150237902999,0.95,0.0,0.05,0.30000000000000004
151,3.5,0.7936137944459916,0.95,0.0,0.05,0.09999999999999998
152,3.1,0.6647137694060803,0.95,0.0,0.05,0.19999999999999996
153,3.4,0.7750816009938717,0.9,0.0,0.1,0.09999999999999998
154,3.4,0.6944761805236339,1.0,0.0,0.0,0.15000000000000002
155,3.6,0.7767680447548628,1.0,0.0,0.0,0.09999999999999998
