episode,avg_throughput,avg_tx_power,mcs_usage_16qam,mcs_usage_64qam,mcs_usage_qpsk,per
1,2.0,0.48375388234853745,0.4,0.3,0.3,0.35
2,1.9,0.5572595909237862,0.4,0.25,0.35,0.35
3,1.1,0.48770388066768644,0.35,0.5,0.15,0.65
4,1.6,0.5062687426805497,0.45,0.35,0.2,0.5
5,1.7,0.4963352411985397,0.2,0.35,0.45,0.35
6,1.9,0.5232972010970116,0.5,0.25,0.25,0.4
7,2.7,0.537709741294384,0.5,0.15,0.35,0.15000000000000002
8,1.4,0.42909900695085523,0.65,0.25,0.1,0.6
9,1.9,0.5065997831523419,0.55,0.2,0.25,0.4
10,1.4,0.5298770353198051,0.35,0.3,0.35,0.5
11,2.3,0.4890390023589134,0.7,0.2,0.1,0.4
12,2.4,0.5593920886516571,0.7,0.0,0.3,0.25
13,1.8,0.5062246143817901,0.55,0.35,0.1,0.5
14,2.4,0.5431167706847191,0.75,0.15,0.1,0.35
15,2.1,0.5869905114173889,0.6,0.25,0.15,0.4
16,1.7,0.45374412536621095,0.65,0.15,0.2,0.5
17,1.9,0.4989965379238129,0.45,0.3,0.25,0.4
18,2.2,0.5031659886240959,0.65,0.25,0.1,0.4
19,2.3,0.5300696581602097,0.55,0.2,0.25,0.30000000000000004
20,2.5,0.478319388628006,0.55,0.1,0.35,0.19999999999999996
21,2.2,0.4856925651431084,0.6,0.05,0.35,0.30000000000000004
22,2.4,0.4982959687709808,0.75,0.15,0.1,0.35
23,2.2,0.4066414423286915,0.75,0.05,0.2,0.35
24,1.7,0.4129806414246559,0.75,0.05,0.2,0.5
25,2.3,0.456749914586544,0.7,0.05,0.25,0.30000000000000004
26,2.5,0.5091482788324356,0.75,0.0,0.25,0.25
27,2.2,0.5042300090193749,0.65,0.15,0.2,0.35
28,2.2,0.48319314494729043,0.65,0.05,0.3,0.30000000000000004
29,2.3,0.5138995349407196,0.7,0.15,0.15,0.35
30,3.0,0.5579124704003334,0.7,0.1,0.2,0.15000000000000002
31,2.4,0.5040321715176106,0.65,0.15,0.2,0.30000000000000004
32,2.2,0.47761320024728776,0.65,0.05,0.3,0.30000000000000004
33,2.2,0.5495772324502468,0.7,0.2,0.1,0.4
34,2.6,0.5306418433785438,0.7,0.15,0.15,0.30000000000000004
35,2.0,0.4988577738404274,0.5,0.2,0.3,0.35
36,2.6,0.5884373635053635,0.6,0.1,0.3,0.19999999999999996
37,2.3,0.5624812841415405,0.65,0.1,0.25,0.35
38,2.2,0.5740897074341774,0.45,0.15,0.4,0.25
39,2.8,0.583972305059433,0.6,0.1,0.3,0.15000000000000002
40,2.0,0.49521943628787995,0.6,0.1,0.3,0.35
41,1.8,0.4543118432164192,0.65,0.15,0.2,0.44999999999999996
42,2.9,0.5352817013859749,0.75,0.0,0.25,0.15000000000000002
43,2.7,0.5482751414179802,0.65,0.0,0.35,0.15000000000000002
44,2.0,0.5082423314452171,0.5,0.1,0.4,0.30000000000000004
45,1.9,0.4391113713383675,0.5,0.05,0.45,0.35
46,2.1,0.5686668112874032,0.65,0.1,0.25,0.35
47,2.8,0.5979215756058693,0.5,0.1,0.4,0.09999999999999998
48,2.9,0.6421552747488022,0.7,0.05,0.25,0.15000000000000002
49,3.2,0.557351365685463,0.7,0.0,0.3,0.050000000000000044
50,2.2,0.6111088782548905,0.65,0.05,0.3,0.30000000000000004
51,2.1,0.4813305288553238,0.7,0.05,0.25,0.35
52,3.0,0.5975858598947525,0.8,0.0,0.2,0.15000000000000002
53,3.2,0.6406028375029564,0.75,0.05,0.2,0.09999999999999998
54,3.0,0.5658697187900543,0.65,0.05,0.3,0.09999999999999998
55,3.2,0.7101640403270721,0.75,0.05,0.2,0.09999999999999998
56,3.7,0.7078033104538918,0.85,0.0,0.15,0.0
57,3.2,0.5913246631622314,0.9,0.0,0.1,0.15000000000000002
58,3.3,0.6216417670249939,0.7,0.05,0.25,0.050000000000000044
59,3.0,0.6850258365273476,0.6,0.0,0.4,0.050000000000000044
60,3.3,0.6892339512705803,0.8,0.05,0.15,0.09999999999999998
61,3.3,0.674134935438633,0.75,0.0,0.25,0.050000000000000044
62,3.5,0.6492485463619232,0.95,0.0,0.05,0.09999999999999998
63,3.7,0.7381431847810745,0.95,0.0,0.05,0.050000000000000044
64,3.8,0.6484180703759194,0.9,0.0,0.1,0.0
65,3.3,0.7629813864827156,0.8,0.05,0.15,0.09999999999999998
66,3.1,0.6358718544244766,0.85,0.0,0.15,0.15000000000000002
67,3.8,0.7652365133166313,0.9,0.0,0.1,0.0
68,3.5,0.7891907513141632,0.8,0.05,0.15,0.050000000000000044
69,3.4,0.8273493036627769,0.8,0.0,0.2,0.050000000000000044
70,3.0,0.7497082695364952,0.7,0.0,0.3,0.09999999999999998
71,3.9,0.7826039642095566,0.95,0.0,0.05,0.0
72,3.5,0.7704387441277504,0.95,0.0,0.05,0.09999999999999998
73,3.8,0.8107470273971558,0.9,0.0,0.1,0.0
74,3.7,0.7730792820453644,0.95,0.0,0.05,0.050000000000000044
75,3.8,0.7315923064947129,0.9,0.0,0.1,0.0
76,3.5,0.7941835954785347,0.85,0.0,0.15,0.050000000000000044
77,3.6,0.822257149219513,0.8,0.0,0.2,0.0
78,3.6,0.7547017604112625,0.8,0.0,0.2,0.0
79,3.7,0.7362292781472206,0.95,0.0,0.05,0.050000000000000044
80,3.7,0.7713437393307686,0.85,0.0,0.15,0.0
81,3.7,0.7497692704200745,0.85,0.0,0.15,0.0
82,3.7,0.8116546124219894,0.9,0.05,0.05,0.050000000000000044
83,3.7,0.745414000749588,0.85,0.0,0.15,0.0
84,3.7,0.8390588581562042,0.95,0.0,0.05,0.050000000000000044
85,3.8,0.8171839162707328,0.9,0.0,0.1,0.0
86,3.5,0.6957233965396881,0.85,0.0,0.15,0.050000000000000044
87,3.8,0.7811517685651779,0.9,0.0,0.1,0.0
88,3.9,0.8174695014953614,0.95,0.0,0.05,0.0
89,3.7,0.7984887570142746,0.95,0.0,0.05,0.050000000000000044
90,3.7,0.7579348653554916,0.85,0.0,0.15,0.0
