episode,reward
1,21.62541106939314
2,19.559176361560816
3,32.94786883592605
4,34.91350386738776
5,37.169785755872724
6,29.370846265554427
7,34.847356176376344
8,23.51183599233626
9,25.723505842685693
10,35.574571293592456
11,37.2590130329132
12,37.17961731553077
13,17.722875392436983
14,34.582259500026694
15,27.60921067893505
16,34.78461031913757
17,27.229272103309626
18,29.239996176958076
19,40.92100453972815
20,25.447505015134798
21,36.985882866382596
22,41.080597180128095
23,34.99800748229026
24,42.55578332543372
25,27.449939256906504
26,29.697229301929468
27,36.88887501955032
28,21.604914775490762
29,35.09003694057464
30,31.4223846912384
31,35.709144246578205
32,39.264682072401044
33,31.288951218128204
34,31.048590457439413
35,44.349829727411276
36,44.613496077060695
37,33.38328343629837
38,27.29178892970085
39,35.13139814734458
40,44.64306427836418
41,30.92563107609749
42,25.312635159492476
43,31.221715623140334
44,40.56173700690269
45,39.10502806901931
46,46.72199023962021
47,41.09451307058334
48,29.165857344865795
49,36.85469084382057
50,39.18591265082359
51,33.11230942010879
52,42.682907783985144
53,31.345747220516195
54,31.115594989061353
55,39.5877133309841
56,36.88850502967835
57,42.659793502092356
58,31.147990775108333
59,50.1263896226883
60,25.489744222164155
61,38.518396973609924
62,42.41389653682709
63,33.0465704858303
64,42.99306613206864
65,48.28972721099854
66,23.13216507434845
67,33.225694328546524
68,42.35441670417785
69,44.62061547040939
70,46.46080098748207
71,42.862570345401764
72,48.11460540890693
73,46.32489825487137
74,25.5391895532608
75,50.701882034540176
76,38.732784020900716
77,38.63893335461616
78,34.91517904996872
79,31.285753649473186
80,39.24090911746024
81,40.58235495090484
82,30.669431233406055
83,40.33369158506393
84,36.47343807816505
85,50.58636223077774
86,47.718410015106194
87,50.18290860056877
88,31.24010753035545
89,50.47123208045959
90,52.13115104436875
91,37.037387788295746
92,38.723309934139245
93,58.165293431282045
94,34.71468645334243
95,48.40395233035087
96,33.04440757632255
97,44.175088006258
98,39.047552573680875
99,25.364246988296504
100,40.93536289930344
101,44.805282646417616
102,34.77226189374923
103,32.98375932574271
104,42.39286782741546
105,34.76247017383575
106,46.03618156909942
107,42.25855133533476
108,54.25943235754966
109,40.516793972253794
110,42.153884899616244
111,52.017199754714966
112,42.146438646316525
113,42.71420793533325
114,32.94524102210998
115,46.12306796312332
116,31.131139755249016
117,42.79358142614365
118,57.226078319549565
119,50.226812720298774
120,42.28893010020256
121,36.677077704668044
122,51.49880325198173
123,38.540694248676296
124,40.627261471748334
125,36.04230535030365
126,45.973634994029986
127,51.499868381023404
128,44.35107074975967
129,47.947455519437796
130,49.84995906352995
131,52.38527360558509
132,38.68525220751762
133,53.631780546903606
134,61.203708118200296
135,62.92533178329468
136,54.96289467811584
137,53.531303822994225
138,42.25350415110587
139,49.79632703065871
140,53.40124411582946
141,42.440597254037854
142,61.73517994880677
143,58.29181764125824
144,51.70867742300033
145,51.9423903286457
146,51.52459645271302
147,55.428640484809875
148,47.969768583774574
149,56.747848653793326
150,53.59462823867797
151,53.02356566190719
152,47.86375943422316
153,51.73034102916717
154,62.94718186855316
155,63.03483191132546
156,55.82708589434623
157,55.40404989719391
158,57.682619088888174
159,59.36707187294961
160,59.42152237892151
161,68.71201735138894
162,59.90799006223678
163,57.12454676032066
164,66.88770061731337
165,57.24777944087982
166,57.71582638025285
167,48.060283350944516
168,51.82092789411545
169,61.469078636169456
170,63.243177556991576
171,66.51742222309113
172,61.19351867437363
173,68.3657105922699
174,60.97988202571869
175,60.98835230469703
176,66.44760065078735
177,68.736171066761
178,65.1537506699562
179,49.7248805820942
180,53.654844611883156
181,65.4618283390999
182,61.172780311107644
183,61.65759615898132
184,62.86468054056167
185,63.03233572244645
186,64.72505232095719
187,63.158355963230136
188,53.72134493589402
189,51.56919053792953
190,64.74924567937852
191,64.84971209764481
192,66.9670821070671
193,53.14639817476273
194,61.15870343446731
195,51.12849078178405
196,57.259230875968925
197,57.0347541809082
198,62.6792629122734
199,68.89000613689424
200,70.31803135871887
