episode,avg_throughput,avg_tx_power,mcs_usage_16qam,mcs_usage_64qam,mcs_usage_qpsk,per
1,2.0,0.5154496043920517,0.35,0.15,0.5,0.25
2,2.1,0.46270348578691484,0.45,0.4,0.15,0.4
3,1.5,0.5800018310546875,0.2,0.5,0.3,0.5
4,1.6,0.4994064301252365,0.3,0.35,0.35,0.44999999999999996
5,2.2,0.5415428042411804,0.2,0.25,0.55,0.19999999999999996
6,2.2,0.5477995663881302,0.3,0.2,0.5,0.19999999999999996
7,2.4,0.5932795003056526,0.35,0.3,0.35,0.25
8,1.4,0.5126025214791298,0.15,0.45,0.4,0.44999999999999996
9,1.9,0.4854224115610123,0.2,0.25,0.55,0.25
10,2.1,0.5621086597442627,0.25,0.25,0.5,0.25
11,1.7,0.4635924741625786,0.3,0.35,0.35,0.4
12,2.1,0.4532897904515266,0.3,0.3,0.4,0.30000000000000004
13,1.7,0.5495463900268078,0.25,0.4,0.35,0.4
14,1.9,0.4263161227107048,0.2,0.4,0.4,0.35
15,1.9,0.43905835300683976,0.25,0.2,0.55,0.25
16,1.8,0.4996635228395462,0.35,0.35,0.3,0.44999999999999996
17,2.1,0.5568795427680016,0.35,0.3,0.35,0.30000000000000004
18,1.5,0.47052680850028994,0.15,0.3,0.55,0.4
19,2.8,0.5307667717337609,0.45,0.2,0.35,0.15000000000000002
20,2.6,0.5811167910695076,0.4,0.45,0.15,0.35
21,2.6,0.49436260759830475,0.4,0.25,0.35,0.19999999999999996
22,1.9,0.5270490556955337,0.35,0.3,0.35,0.35
23,1.6,0.4000314936041832,0.4,0.2,0.4,0.4
24,1.8,0.41849184334278106,0.35,0.25,0.4,0.4
25,1.9,0.44753618687391283,0.2,0.4,0.4,0.35
26,1.9,0.4345656789839268,0.3,0.35,0.35,0.35
27,2.3,0.4212774634361267,0.45,0.2,0.35,0.25
28,2.3,0.435527627915144,0.35,0.2,0.45,0.19999999999999996
29,2.2,0.6036155924201012,0.35,0.15,0.5,0.19999999999999996
30,2.3,0.4749812126159668,0.4,0.2,0.4,0.25
31,2.2,0.5212960258126259,0.25,0.15,0.6,0.15000000000000002
32,1.9,0.4694071561098099,0.3,0.35,0.35,0.35
33,1.3,0.48891822099685667,0.05,0.3,0.65,0.4
34,2.2,0.5654257819056511,0.35,0.25,0.4,0.25
35,2.1,0.48799589425325396,0.25,0.2,0.55,0.19999999999999996
36,1.9,0.4916424736380577,0.2,0.25,0.55,0.25
37,2.7,0.4935776263475418,0.35,0.1,0.55,0.09999999999999998
38,3.0,0.4843091949820518,0.55,0.1,0.35,0.09999999999999998
39,2.2,0.5566571034491062,0.4,0.3,0.3,0.30000000000000004
40,2.5,0.6302519515156746,0.4,0.15,0.45,0.15000000000000002
41,2.1,0.5980431884527206,0.3,0.3,0.4,0.30000000000000004
42,2.4,0.48682830929756166,0.5,0.35,0.15,0.35
43,2.7,0.5931293621659279,0.45,0.1,0.45,0.09999999999999998
44,2.2,0.5980089783668519,0.25,0.15,0.6,0.15000000000000002
45,2.6,0.5729882657527924,0.35,0.05,0.6,0.050000000000000044
46,2.5,0.6374908953905105,0.4,0.15,0.45,0.15000000000000002
47,2.7,0.5894007056951522,0.4,0.1,0.5,0.09999999999999998
48,2.5,0.6056178897619248,0.4,0.2,0.4,0.19999999999999996
49,2.6,0.667487008869648,0.35,0.05,0.6,0.050000000000000044
50,2.2,0.7032793939113617,0.25,0.15,0.6,0.15000000000000002
51,2.5,0.6392422139644622,0.35,0.25,0.4,0.19999999999999996
52,2.9,0.5944426149129868,0.3,0.1,0.6,0.050000000000000044
53,2.4,0.5806933224201203,0.55,0.25,0.2,0.30000000000000004
54,2.6,0.6556221351027489,0.3,0.05,0.65,0.050000000000000044
55,2.1,0.6492549300193786,0.3,0.15,0.55,0.19999999999999996
56,2.9,0.6784886151552201,0.5,0.05,0.45,0.050000000000000044
57,2.7,0.6845594182610512,0.35,0.0,0.65,0.0
58,2.6,0.5723825693130493,0.5,0.1,0.4,0.15000000000000002
59,2.4,0.5653127729892731,0.35,0.2,0.45,0.19999999999999996
60,3.1,0.5900644749403,0.65,0.15,0.2,0.15000000000000002
61,3.2,0.6246362403035164,0.6,0.0,0.4,0.0
62,2.7,0.727563613653183,0.45,0.1,0.45,0.09999999999999998
63,2.7,0.6204415887594223,0.4,0.2,0.4,0.15000000000000002
64,2.2,0.5799147337675095,0.25,0.15,0.6,0.15000000000000002
65,2.6,0.5540712013840675,0.35,0.1,0.55,0.09999999999999998
66,2.8,0.5331909865140915,0.55,0.05,0.4,0.09999999999999998
67,2.7,0.6071557998657227,0.5,0.15,0.35,0.15000000000000002
68,3.3,0.7031590953469277,0.55,0.05,0.4,0.0
