episode,avg_throughput,avg_tx_power,mcs_usage_16qam,mcs_usage_64qam,mcs_usage_qpsk,per
1,1.8,0.46631874740123747,0.35,0.35,0.3,0.4
2,2.5,0.544826340675354,0.45,0.2,0.35,0.19999999999999996
3,2.0,0.4869697630405426,0.35,0.5,0.15,0.44999999999999996
4,2.5,0.4914098560810089,0.45,0.35,0.2,0.30000000000000004
5,1.9,0.49891042709350586,0.3,0.35,0.35,0.35
6,2.8,0.5354495242238044,0.65,0.15,0.2,0.19999999999999996
7,2.7,0.5547328814864159,0.55,0.2,0.25,0.19999999999999996
8,2.4,0.43579789698123933,0.7,0.2,0.1,0.35
9,3.0,0.5252914637327194,0.75,0.15,0.1,0.19999999999999996
10,2.7,0.5381863057613373,0.55,0.2,0.25,0.25
11,3.0,0.518241161108017,0.8,0.15,0.05,0.25
12,3.5,0.6120798334479332,0.85,0.0,0.15,0.050000000000000044
13,2.9,0.542188760638237,0.75,0.2,0.05,0.25
14,3.2,0.5579614415764809,0.8,0.1,0.1,0.15000000000000002
15,3.4,0.6124393239617347,0.8,0.1,0.1,0.09999999999999998
16,3.2,0.4720958635210991,0.9,0.1,0.0,0.19999999999999996
17,2.8,0.5162209644913673,0.7,0.2,0.1,0.25
18,3.8,0.5459104247391224,0.95,0.05,0.0,0.050000000000000044
19,3.5,0.5602187737822533,0.8,0.05,0.15,0.050000000000000044
20,3.7,0.5393432408571244,0.95,0.0,0.05,0.050000000000000044
21,3.4,0.5338614948093892,0.8,0.0,0.2,0.050000000000000044
22,3.2,0.5370907038450241,0.95,0.05,0.0,0.19999999999999996
23,3.4,0.45160598382353784,1.0,0.0,0.0,0.15000000000000002
24,3.2,0.49209360033273697,1.0,0.0,0.0,0.19999999999999996
25,3.4,0.5041385680437088,0.9,0.0,0.1,0.09999999999999998
26,3.7,0.5824482068419456,0.95,0.0,0.05,0.050000000000000044
27,3.2,0.484023479372263,1.0,0.0,0.0,0.19999999999999996
28,3.5,0.49437903314828874,0.95,0.0,0.05,0.09999999999999998
29,3.8,0.5613430455327034,1.0,0.0,0.0,0.050000000000000044
30,3.9,0.6483031064271927,0.95,0.0,0.05,0.0
31,3.4,0.5239137873053551,1.0,0.0,0.0,0.15000000000000002
32,3.8,0.5797372505068779,1.0,0.0,0.0,0.050000000000000044
33,3.8,0.53690539970994,1.0,0.0,0.0,0.050000000000000044
34,3.2,0.5482349298894406,0.95,0.05,0.0,0.19999999999999996
35,3.6,0.552634309977293,0.85,0.05,0.1,0.050000000000000044
36,3.5,0.5624548524618149,0.95,0.0,0.05,0.09999999999999998
37,3.5,0.5691857680678367,0.95,0.0,0.05,0.09999999999999998
38,3.7,0.6420102566480637,0.85,0.0,0.15,0.0
39,3.8,0.5966806501150131,1.0,0.0,0.0,0.050000000000000044
40,3.7,0.5882218956947327,0.95,0.0,0.05,0.050000000000000044
41,3.6,0.4788754343986511,1.0,0.0,0.0,0.09999999999999998
42,3.6,0.5831493929028511,0.9,0.0,0.1,0.050000000000000044
43,3.6,0.5243871912360192,0.9,0.0,0.1,0.050000000000000044
44,3.6,0.5696899741888046,1.0,0.0,0.0,0.09999999999999998
45,3.0,0.43335274010896685,0.85,0.05,0.1,0.19999999999999996
46,4.0,0.6533953547477722,1.0,0.0,0.0,0.0
47,3.3,0.6035197533667087,0.9,0.05,0.05,0.15000000000000002
48,3.9,0.6416320949792862,0.95,0.0,0.05,0.0
49,3.7,0.5659335106611252,0.95,0.0,0.05,0.050000000000000044
50,3.5,0.6362256795167923,0.85,0.1,0.05,0.09999999999999998
51,4.0,0.5307016044855117,1.0,0.0,0.0,0.0
52,4.0,0.5840550281107426,1.0,0.0,0.0,0.0
53,3.6,0.635694007575512,0.85,0.05,0.1,0.050000000000000044
54,3.6,0.5934739127755165,0.95,0.05,0.0,0.09999999999999998
55,3.7,0.6989964753389358,0.95,0.0,0.05,0.050000000000000044
56,3.8,0.6363754063844681,1.0,0.0,0.0,0.050000000000000044
57,3.6,0.6185986347496509,1.0,0.0,0.0,0.09999999999999998
58,3.7,0.6072217114269733,0.95,0.0,0.05,0.050000000000000044
59,4.0,0.7178756982088089,1.0,0.0,0.0,0.0
60,4.0,0.6751905247569084,1.0,0.0,0.0,0.0
61,3.8,0.6497081562876701,1.0,0.0,0.0,0.050000000000000044
62,4.0,0.6677044808864594,1.0,0.0,0.0,0.0
63,3.9,0.7247737169265747,0.95,0.0,0.05,0.0
64,3.6,0.6400977447628975,1.0,0.0,0.0,0.09999999999999998
65,4.0,0.7701736509799957,1.0,0.0,0.0,0.0
66,3.6,0.5971378877758979,1.0,0.0,0.0,0.09999999999999998
67,4.0,0.7232880160212517,1.0,0.0,0.0,0.0
68,4.0,0.6876466706395149,1.0,0.0,0.0,0.0
69,3.8,0.7564655393362045,1.0,0.0,0.0,0.050000000000000044
70,3.8,0.7262956276535988,1.0,0.0,0.0,0.050000000000000044
71,4.0,0.7490669876337052,1.0,0.0,0.0,0.0
72,4.0,0.6595759689807892,1.0,0.0,0.0,0.0
73,4.0,0.6520459815859795,1.0,0.0,0.0,0.0
74,4.0,0.7088183730840683,1.0,0.0,0.0,0.0
75,3.8,0.6158783435821533,1.0,0.0,0.0,0.050000000000000044
76,3.9,0.7463600859045982,0.95,0.0,0.05,0.0
77,4.0,0.6992240190505982,1.0,0.0,0.0,0.0
78,4.0,0.7040709346532822,1.0,0.0,0.0,0.0
79,3.7,0.6506969228386879,0.95,0.0,0.05,0.050000000000000044
80,4.0,0.7135753035545349,1.0,0.0,0.0,0.0
81,4.0,0.7139294177293778,1.0,0.0,0.0,0.0
82,4.0,0.6997519284486771,1.0,0.0,0.0,0.0
83,3.7,0.668188126385212,0.9,0.05,0.05,0.050000000000000044
84,3.8,0.7133404731750488,1.0,0.0,0.0,0.050000000000000044
85,4.0,0.7397392317652702,1.0,0.0,0.0,0.0
86,3.8,0.6543648615479469,1.0,0.0,0.0,0.050000000000000044
87,4.0,0.7696111410856247,1.0,0.0,0.0,0.0
88,4.0,0.6996181070804596,1.0,0.0,0.0,0.0
89,4.0,0.7211094468832016,1.0,0.0,0.0,0.0
90,3.8,0.6976568907499313,1.0,0.0,0.0,0.050000000000000044
91,4.0,0.7641989260911941,1.0,0.0,0.0,0.0
92,4.0,0.7729769960045815,1.0,0.0,0.0,0.0
93,3.7,0.595120669901371,0.95,0.0,0.05,0.050000000000000044
94,4.0,0.7390878960490227,1.0,0.0,0.0,0.0
95,3.8,0.6107317611575127,1.0,0.0,0.0,0.050000000000000044
96,4.0,0.6513710886240005,1.0,0.0,0.0,0.0
97,4.0,0.6970460698008537,1.0,0.0,0.0,0.0
98,4.0,0.6182748168706894,1.0,0.0,0.0,0.0
99,3.7,0.6579853653907776,0.95,0.0,0.05,0.050000000000000044
100,3.6,0.6390153482556343,1.0,0.0,0.0,0.09999999999999998
101,4.0,0.710489472746849,1.0,0.0,0.0,0.0
102,4.0,0.6780723735690117,1.0,0.0,0.0,0.0
103,4.0,0.7019641801714898,1.0,0.0,0.0,0.0
104,3.8,0.6061419695615768,1.0,0.0,0.0,0.050000000000000044
105,3.8,0.6427027367055416,1.0,0.0,0.0,0.050000000000000044
106,3.8,0.6269894637167454,1.0,0.0,0.0,0.050000000000000044
107,4.0,0.7215618401765823,1.0,0.0,0.0,0.0
108,3.6,0.648898433148861,1.0,0.0,0.0,0.09999999999999998
109,3.4,0.6835521571338177,0.95,0.05,0.0,0.15000000000000002
110,4.0,0.7789850816130638,1.0,0.0,0.0,0.0
111,3.4,0.5666808791458606,0.95,0.0,0.05,0.15000000000000002
112,3.8,0.6340302772819996,1.0,0.0,0.0,0.050000000000000044
113,3.8,0.7394050478935241,1.0,0.0,0.0,0.050000000000000044
114,4.0,0.7075607985258102,1.0,0.0,0.0,0.0
115,4.0,0.6939467780292035,1.0,0.0,0.0,0.0
116,4.0,0.6738664418458938,1.0,0.0,0.0,0.0
117,4.0,0.8333390854299069,1.0,0.0,0.0,0.0
118,4.0,0.7574261650443077,1.0,0.0,0.0,0.0
119,4.0,0.7298661783337593,1.0,0.0,0.0,0.0
120,4.0,0.7977756932377815,1.0,0.0,0.0,0.0
121,3.6,0.648098424077034,1.0,0.0,0.0,0.09999999999999998
122,3.8,0.6769280832260847,1.0,0.0,0.0,0.050000000000000044
123,4.0,0.8098717391490936,1.0,0.0,0.0,0.0
124,3.8,0.7198679022490978,1.0,0.0,0.0,0.050000000000000044
125,3.6,0.5863347858190536,1.0,0.0,0.0,0.09999999999999998
126,4.0,0.7656381174921989,1.0,0.0,0.0,0.0
127,4.0,0.7779814586043358,1.0,0.0,0.0,0.0
128,3.6,0.7267029531300068,1.0,0.0,0.0,0.09999999999999998
129,3.8,0.6754898857325315,1.0,0.0,0.0,0.050000000000000044
130,3.0,0.5005232229828834,1.0,0.0,0.0,0.25
131,4.0,0.753003217279911,1.0,0.0,0.0,0.0
132,3.4,0.6652220174670219,1.0,0.0,0.0,0.15000000000000002
133,3.8,0.6307399988174438,1.0,0.0,0.0,0.050000000000000044
134,4.0,0.6400955215096473,1.0,0.0,0.0,0.0
135,3.6,0.6051996253430844,1.0,0.0,0.0,0.09999999999999998
136,4.0,0.6901532143354416,1.0,0.0,0.0,0.0
137,3.4,0.5808770097792149,1.0,0.0,0.0,0.15000000000000002
138,3.8,0.6805484160780907,1.0,0.0,0.0,0.050000000000000044
139,3.6,0.7703696265816689,1.0,0.0,0.0,0.09999999999999998
140,3.6,0.691068172454834,1.0,0.0,0.0,0.09999999999999998
141,3.8,0.6029410004615784,1.0,0.0,0.0,0.050000000000000044
142,3.6,0.6894525215029716,1.0,0.0,0.0,0.09999999999999998
143,3.8,0.6776073180139065,1.0,0.0,0.0,0.050000000000000044
144,3.8,0.698388347029686,1.0,0.0,0.0,0.050000000000000044
145,3.6,0.5666932132095098,1.0,0.0,0.0,0.09999999999999998
146,3.0,0.6249802723526955,0.95,0.05,0.0,0.25
147,3.4,0.5493953555822373,1.0,0.0,0.0,0.15000000000000002
148,3.2,0.5746842992492021,1.0,0.0,0.0,0.19999999999999996
149,3.8,0.7794520769268274,1.0,0.0,0.0,0.050000000000000044
150,3.4,0.5969293130561709,1.0,0.0,0.0,0.15000000000000002
151,3.0,0.5209410570561885,1.0,0.0,0.0,0.25
152,3.6,0.6779499247670173,1.0,0.0,0.0,0.09999999999999998
153,3.8,0.6802743270993232,1.0,0.0,0.0,0.050000000000000044
154,3.2,0.5499439883977175,1.0,0.0,0.0,0.19999999999999996
155,3.4,0.5255471788346767,1.0,0.0,0.0,0.15000000000000002
156,3.4,0.6452634461224079,1.0,0.0,0.0,0.15000000000000002
157,3.6,0.7093096785247326,1.0,0.0,0.0,0.09999999999999998
158,3.4,0.608568824082613,1.0,0.0,0.0,0.15000000000000002
159,3.4,0.6504149347543716,1.0,0.0,0.0,0.15000000000000002
160,3.4,0.6626589834690094,1.0,0.0,0.0,0.15000000000000002
161,3.6,0.6707412037998438,1.0,0.0,0.0,0.09999999999999998
162,2.8,0.5167646244168281,1.0,0.0,0.0,0.30000000000000004
163,3.6,0.5588921643793583,1.0,0.0,0.0,0.09999999999999998
164,3.8,0.6912867898121476,1.0,0.0,0.0,0.050000000000000044
165,3.2,0.5853900492191315,1.0,0.0,0.0,0.19999999999999996
166,3.8,0.7115107960999012,1.0,0.0,0.0,0.050000000000000044
167,3.0,0.5633524037897587,1.0,0.0,0.0,0.25
168,3.0,0.602353647351265,1.0,0.0,0.0,0.25
169,3.4,0.5460851848125458,1.0,0.0,0.0,0.15000000000000002
170,3.0,0.5494350526481867,1.0,0.0,0.0,0.25
171,3.6,0.7195278972387313,1.0,0.0,0.0,0.09999999999999998
172,3.0,0.4970846936106682,1.0,0.0,0.0,0.25
173,3.6,0.5967725230380893,1.0,0.0,0.0,0.09999999999999998
174,3.4,0.5820986792445183,1.0,0.0,0.0,0.15000000000000002
175,2.8,0.40343047864735126,1.0,0.0,0.0,0.30000000000000004
176,3.6,0.6496090769767762,1.0,0.0,0.0,0.09999999999999998
177,3.0,0.47164059467613695,1.0,0.0,0.0,0.25
178,3.4,0.5544732749462128,1.0,0.0,0.0,0.15000000000000002
179,3.4,0.5094630621373654,1.0,0.0,0.0,0.15000000000000002
180,3.4,0.6198668915778398,1.0,0.0,0.0,0.15000000000000002
181,2.8,0.5707350961863995,1.0,0.0,0.0,0.30000000000000004
182,3.4,0.5520411014556885,1.0,0.0,0.0,0.15000000000000002
183,3.4,0.5798668798059226,1.0,0.0,0.0,0.15000000000000002
184,3.4,0.5679664492607117,1.0,0.0,0.0,0.15000000000000002
185,3.2,0.5843610033392906,1.0,0.0,0.0,0.19999999999999996
186,3.2,0.5335523277521134,1.0,0.0,0.0,0.19999999999999996
187,3.0,0.55711425319314,1.0,0.0,0.0,0.25
188,3.2,0.5378903683274985,1.0,0.0,0.0,0.19999999999999996
189,3.2,0.5149695377796888,1.0,0.0,0.0,0.19999999999999996
190,3.4,0.6212513918057084,1.0,0.0,0.0,0.15000000000000002
191,3.0,0.5712291486561298,1.0,0.0,0.0,0.25
