episode,reward
1,37.16057276725768
2,37.461585652828205
3,36.7968703687191
4,36.96790708899498
5,40.94280715584755
6,43.045268213748926
7,53.53913211822508
8,33.165115469694136
9,50.89138920307159
10,48.070389127731325
11,38.74979166388512
12,50.425406640768045
13,40.3962117433548
14,44.83523072600364
15,56.72071242332457
16,51.56431058645248
17,55.56693332195282
18,48.304709738492974
19,61.59480831623077
20,73.86916018724442
21,65.09135373234749
22,67.46443244218827
23,58.07916019558906
24,55.92445240616798
25,55.84545427560806
26,58.14251009225845
27,67.3515221953392
28,56.2527170240879
29,64.7247861623764
30,58.919090425968164
31,50.15872818231582
32,65.1793544113636
33,59.50330357551576
34,66.33526033163072
35,63.04891067147254
36,63.1618502855301
37,64.65932314395906
38,66.71000152826309
39,60.450052082538605
40,60.372028118371965
41,67.77556586265563
42,64.86719413995742
43,66.38454641103743
44,69.85375362038613
45,66.21877576112749
46,73.27995886802672
47,71.92223908901215
48,73.62172060012817
49,69.57452191114425
50,57.919962847232824
51,73.27213349342347
52,62.511917614936834
53,73.70757871866225
54,66.14291294813155
55,69.60226982831955
56,69.53357399702072
57,65.7873298048973
58,73.86351268291475
59,70.11068133115768
60,73.55270047187805
61,73.2460700750351
62,71.22673372030258
63,69.80805037617684
64,71.85302755832672
65,71.75791789293288
66,70.25418263673784
67,73.55172878503798
68,74.56806519031525
69,70.2292143344879
70,71.62225548028947
71,69.6830199122429
72,72.43678443431853
73,71.25805988311768
74,69.58560628890991
75,71.35215625762937
76,71.23271250724792
77,68.05881472826005
78,71.48802534341812
79,73.34985315799712
80,71.37195010185242
81,73.47781486511231
82,68.27336893081664
83,69.94660546779635
84,71.21640721559524
85,73.86192722320557
86,73.29657384157183
87,73.57335911989212
88,71.66979230642318
89,73.08197883367538
90,71.15575058460236
91,73.3174739599228
92,73.18272892236709
93,69.88189380168915
94,74.01530232429505
95,69.60049179792405
96,72.95746947526932
97,73.72951529026032
98,73.05318353176118
99,72.70801880359649
100,73.17103543281554
101,73.63934733867644
102,72.55550795793536
103,71.35672816038131
104,73.51904015541076
105,73.89480624198913
106,73.51016156673433
107,69.61885313987734
108,73.54455633163452
109,74.07732577323914
110,72.75543773174286
111,72.67520080804825
112,73.06991276741029
113,72.83238856792451
114,73.4067895412445
115,73.14467754364014
116,72.96241703033446
117,72.75500483512879
118,73.24948366880417
119,72.84247195720673
120,71.30438598394394
121,73.14505474567413
122,72.78997554779053
123,72.81800620555877
124,73.35213121175767
125,72.55874962806702
126,73.1495875597
127,73.93087931871415
128,72.86807141304017
129,73.34518244266509
130,72.73131849765777
131,72.84586894512178
132,72.74833865165711
133,73.06668455600739
134,72.5986149311066
135,72.94176373481753
136,73.74223046302794
137,73.3295926809311
138,69.68941398859025
139,72.8926598072052
140,73.00461933612823
141,68.99515190124511
142,73.68861272335053
143,73.9622898697853
144,73.24433121681214
145,73.2552574634552
146,73.80151301622394
147,71.10314505696296
148,73.24344432353973
149,73.85655972957612
150,73.38221423625946
151,73.16034741401673
152,73.03626062870025
153,74.03572870492935
154,69.70324628353117
155,69.45870654582977
156,73.44589138031006
157,69.81454931497574
158,72.92950654029846
159,73.6657437324524
160,73.46456232070922
161,73.65087176561354
162,74.43436813354492
163,74.15608078241348
164,73.74828683137893
165,73.755403983593
166,73.31922931671141
167,73.92968492507934
168,73.50607075691222
169,69.62721844911574
170,73.64878441095352
171,73.68032811880113
172,73.19474189281465
173,69.42367005348207
174,74.19907615184785
175,69.36665457487106
176,73.56116600036623
177,69.77365360260009
178,73.03758466243745
179,69.92564224004748
180,65.99179871082306
181,73.25777649879456
182,66.36433542966843
183,72.8236432313919
184,71.09384450912476
185,73.29289119243622
186,72.54591538906098
187,73.18351527452468
188,73.46599570512771
189,73.68306106328966
190,73.1188720703125
191,72.81218235492706
192,72.99656898975373
193,72.89679379463196
194,73.06261352300645
195,73.96537494659424
196,73.53111935853957
197,72.92004899978637
198,71.42380075454713
199,71.59665123224259
200,72.9142973124981
201,73.08144314289092
202,72.96155576705932
203,73.0011132478714
204,72.98904039859772
205,67.29615387916566
206,69.33548502922058
207,69.02511975765229
208,74.13463464975356
209,69.75027761459351
210,69.59351975917815
211,69.9692401945591
212,70.30213768482209
213,73.36979099512101
214,74.79391511678693
215,73.52334263324738
216,72.54741870164871
217,65.44170556068421
218,72.86501996517184
219,65.78608989715578
220,69.95084031820298
221,66.48454190492632
222,69.99979180097579
223,58.66543552875518
224,66.08129321336746
225,73.7683836221695
226,73.55748115777969
227,63.303339147567755
228,73.33857504129409
229,66.62835239171983
230,62.47371631860733
231,62.680400180816655
232,66.27379230260848
233,66.05868940353395
234,62.62102279663087
235,58.517296242713925
236,66.40398693680763
237,70.44016181230545
238,70.3923254609108
239,55.041701757907866
240,66.41151162385941
241,70.17808593511582
242,73.76685103178023
243,55.201565420627595
244,58.53654768466949
245,73.74050314426422
246,66.65675516724586
247,59.225337469577795
248,70.09518398046494
249,69.69859652519226
250,65.32678937911987
251,66.33553406000138
252,69.44725337028504
253,66.2149322271347
254,58.503250980377196
255,53.42536951303482
256,69.13895454406739
257,73.16141190528872
258,69.31350910663606
259,69.34642755985261
260,73.82686492800711
261,70.1360067307949
262,65.5729133605957
263,65.88257340192796
264,69.18909502029419
265,69.87001786231994
266,69.63582838773726
267,58.37809531688691
268,73.18933576345442
269,69.8460194826126
270,73.02918022871017
271,65.17505967617035
272,73.37591284513475
273,69.77576208114624
274,73.18252732753754
275,73.93730727434156
276,69.36753977537155
277,72.97392842769624
278,73.61418716907501
279,73.26293199062346
280,72.60058505535126
281,73.08886897563933
282,73.45399749279022
283,72.71010074615478
284,72.90934562683105
285,69.16906192302704
286,72.61609375476837
287,73.26116125583648
288,72.9724606513977
289,72.97136883735656
290,73.10446748733521
291,73.19890871047974
292,72.68546493053437
293,72.6413608789444
294,72.38488609790802
295,72.98467953205109
296,73.10165379047393
297,72.45174880027771
298,73.11789662837982
299,72.99656035900117
300,73.27602977752684
301,72.43677062988282
302,72.48001801967621
303,73.69978566169739
304,72.8326673746109
305,69.60109477043153
306,72.88188233375548
307,73.49873230457305
308,72.95370194911958
309,72.79332787990569
310,72.82104730606079
311,72.66144928932192
312,72.35218908786774
313,72.73853592872621
314,72.76197860240936
315,73.06269941329957
316,72.46896741390228
317,73.01853861808776
318,72.85437498092651
319,73.04392641782762
320,73.30544900894165
321,73.29297008514403
322,72.45470159053804
323,72.56625835895538
324,72.92034459114075
325,72.82901747226714
326,73.01945567131041
327,72.84584825038911
328,72.73379530906678
329,72.61204359531402
330,72.7444923877716
331,72.55160601139069
332,72.60650429725648
333,72.83175776004792
334,72.90321788787841
335,69.03661785125733
336,72.8052173614502
337,73.21003904342652
338,72.59111452102661
339,72.76950318813324
340,72.57492303848267
341,72.84112865924835
342,72.55776152610778
343,72.6694539308548
344,72.60259788036346
345,72.56502661705017
346,73.16251082420348
347,72.4528192281723
348,72.64539966583251
349,72.60086386203766
350,72.65244660377502
351,72.82721898555755
352,72.68711981773374
353,72.83977646827698
354,73.19186789989472
355,72.3532460451126
356,72.86527531147003
357,72.84210197925567
358,72.96170587539673
359,72.64114036560056
360,72.3820943593979
361,72.85603291988373
362,72.77844433784485
363,72.71589415073396
364,72.8341185569763
365,73.13674411773681
366,73.08620362281799
367,72.93320941925049
368,72.5995202064514
369,72.96758782863617
370,72.60373334884642
371,72.79406101703643
372,72.63722310066224
373,72.42142140865326
374,73.01007940769196
375,72.34516034126281
376,72.55249609947204
377,73.1593444108963
378,72.66540904045105
379,73.07980096340178
380,72.85587804317476
381,72.81695573329925
382,72.75755050182342
383,73.42248136997222
384,72.56855885982515
385,72.74250972270964
386,73.09629395008088
387,72.89272429943087
388,73.11667602062225
389,72.83813414573669
390,73.09025406837463
391,73.08513748645784
392,73.00991554260254
393,72.47636971473693
394,72.04895136356355
395,73.1257306098938
396,73.26897506713868
397,72.56452338695526
398,73.14174764156341
399,72.60636324882508
400,72.66647832393645
401,73.10434629917144
402,72.51509201526642
403,72.91488101482392
404,72.9020589351654
405,72.86888802051544
406,72.88775594234465
407,72.82650389671326
408,73.28774502277376
409,72.8278401374817
410,72.79183230400085
411,73.15158517360688
412,73.02707760334015
413,72.55742089748382
414,73.05725643634797
415,72.89726309776307
416,72.98287365436555
417,72.59836957454684
418,73.15827250480652
419,73.1655484676361
420,72.81576607227326
421,72.8688398361206
422,72.2303407907486
423,72.64488270282746
424,72.78738884925842
425,72.77970685958863
426,73.52651028633119
427,72.92865548133851
428,69.31304187774657
429,73.68623077869417
430,72.75318901538849
431,65.24057214260102
432,72.43632748126984
433,72.5253710269928
434,72.34244956970217
435,72.53062183856963
436,72.71550376415252
437,72.93231382369996
438,72.43880414962769
439,72.9332542181015
440,73.08899407386782
441,73.62513704299927
442,72.53863022327423
443,72.79156250953673
444,72.91474552154541
445,73.01468646526337
446,72.9901819229126
447,73.23717396259309
448,72.96432054042816
449,72.8720001220703
450,73.36160361766815
451,72.7073226928711
452,72.76540246009826
453,72.69088728427886
454,73.65380203723909
455,73.02145206928253
456,73.00808720588684
457,69.3979773759842
458,72.69505355358122
459,72.65187211036682
460,72.83777518272402
461,73.07254540920258
462,72.85788149833681
463,72.88738071918489
464,73.5839605808258
465,73.58381216526031
466,72.99575550556182
467,72.68740186691282
468,73.13627820014953
469,72.86270134449005
470,72.82610318660737
471,72.91200017929076
472,73.30871684551238
473,72.89967103004456
474,72.53004217147827
475,72.40349011421203
476,72.65079255104065
477,73.40297265052796
478,72.90881509780884
479,72.96347177028657
480,72.87870237827302
481,72.698157453537
482,72.66113274097442
483,72.701695728302
484,72.50720937252044
485,72.5899225950241
486,72.44759755134584
487,72.77089672088623
488,73.37662422657013
489,72.8356261253357
490,72.58102765083312
491,73.58196635246276
492,73.35855541229249
493,72.90142130851746
494,70.81624636650085
495,73.19004187583926
496,73.13475968837739
497,73.10601320266724
498,73.1559890985489
499,72.72798542976379
500,73.46656157970428
501,72.58763258457184
502,73.23067948818206
503,73.45532398223877
504,72.75104532241824
505,72.90568041801454
506,69.02566752433778
507,73.2674642086029
508,72.7265120267868
509,72.72295145988465
510,72.97161786556244
511,73.10219314098357
512,73.56741526126862
513,73.29855036735535
514,72.75398859977722
515,72.43130652904513
516,72.48729019165039
517,73.48765608072281
518,72.53873522281647
519,73.01169917583465
520,72.36053211688996
521,73.19793922901152
522,69.56133592128754
523,72.80312340259552
524,73.15521895885469
525,73.18466789722443
526,73.50314342975618
527,72.95761566162109
528,72.41007449626925
529,73.05752429962158
530,73.32443397045135
531,72.82920672893525
532,72.62939062118531
533,72.78533663749695
534,73.02988371849061
535,72.44688456058502
536,73.03327150344849
537,72.96424808502198
538,72.6550733566284
539,73.24214630126953
540,72.77672104835509
541,73.12153968811036
542,72.51272180080416
543,69.18690683841704
544,72.36373152732851
545,73.72266626358032
546,73.27396771907806
547,73.1736007452011
548,72.5680852651596
549,72.90884172916414
550,72.47637317180633
551,72.99676513671875
552,73.03158938884735
553,72.78525087833404
554,72.76355340480804
555,73.11661574840547
556,73.37743151187895
557,72.86110188961028
558,73.64185979366302
559,72.87740275859834
