episode,reward
1,45.532589602470395
2,45.025187030434616
3,60.302423250675204
4,63.356669783592224
5,72.50785634517669
6,73.83089745044708
7,73.04521324634553
8,73.20811264514921
9,72.84906526803971
10,72.99920516014099
11,72.91469593048096
12,73.73913371562956
13,72.78413157463075
14,73.49279828071595
15,72.63368165493011
16,72.8105415582657
17,72.96224720478057
18,72.78948895931244
19,72.75154995918274
20,73.3797676563263
21,73.93746739029885
22,65.1358166694641
23,49.78796851038932
24,43.219058993458745
25,38.852970159053804
26,36.97606127262115
27,36.98607404232025
28,38.54968560934067
29,42.75007469058036
30,40.52592538595199
31,38.567463737726214
32,45.882185167074205
33,42.158872902393334
34,55.39328119158744
35,55.689029407501216
36,50.840621614456175
37,46.713809430599206
38,38.86711151599883
39,27.898742133378974
40,34.767675739526744
41,50.49038624763488
42,44.755902826786034
43,36.46240037679672
44,42.984118449687955
45,50.23634215593338
46,59.67766585946084
47,32.48841520547866
48,58.71017849445343
49,40.10415496230125
50,43.81963781714439
51,55.88819227218628
52,66.17040044069292
53,69.75512136220932
54,74.433191126585
55,66.63440312147141
56,55.16319927573204
57,65.98634088039398
58,73.94294344186784
59,73.92821261882783
60,74.18083559274673
61,71.67786548137666
62,73.66285442113877
63,66.05995409488678
64,66.38709169626236
65,58.532910537719715
66,66.48005458116532
67,65.61060910224914
68,73.89750641584396
69,73.05785608291625
70,72.95116724967956
71,72.98124489784242
72,72.86677870750427
73,72.9061367034912
74,72.65944883823396
75,72.7525101184845
76,72.36890466213227
77,72.96484584808348
78,72.89776380062104
79,72.8511164188385
80,72.75898928642273
81,74.68055797815323
82,73.10506389141084
83,72.62429683208465
84,72.40886924266815
85,72.90479681491853
86,72.47792856693268
87,73.09191343784332
88,72.73810057640075
89,72.56032145023346
90,72.73596422672271
91,73.17399237155914
92,73.0615135192871
93,72.522411608696
94,72.69814674854278
95,73.00041775703428
96,70.78040866851806
97,72.79850509166718
98,72.72723724842072
99,73.00511469841003
100,72.77761940956115
101,72.5540917634964
102,73.2268699645996
103,72.85861101150512
104,72.90696797370913
105,72.98118860721587
106,67.28414963483812
107,72.79386143684388
108,72.751513338089
109,72.6251955986023
110,72.81133766174317
111,73.13185758590699
112,72.8779753446579
113,73.0041823387146
114,72.47683169841766
115,72.7365888595581
116,71.05178318023681
117,72.72738020420074
118,70.63424260616303
119,65.42568221092225
120,69.06020336151123
121,72.70943306684494
122,70.93295650482177
123,72.47797088623048
124,72.78099710941316
125,72.70325884819032
126,72.87487828731538
127,72.51528973579407
128,71.24991791248321
129,67.08045239448548
