episode,avg_throughput,avg_tx_power,mcs_usage_16qam,mcs_usage_64qam,mcs_usage_qpsk,per
1,2.0,0.46287998408079145,0.4,0.3,0.3,0.35
2,2.5,0.5445839837193489,0.45,0.2,0.35,0.19999999999999996
3,2.0,0.47706211134791376,0.35,0.5,0.15,0.44999999999999996
4,2.5,0.4826322436332703,0.45,0.35,0.2,0.30000000000000004
5,2.0,0.48590828776359557,0.35,0.35,0.3,0.35
6,2.4,0.5089342631399632,0.6,0.2,0.2,0.30000000000000004
7,2.8,0.5372210308909416,0.6,0.2,0.2,0.19999999999999996
8,2.4,0.44345177710056305,0.7,0.2,0.1,0.35
9,2.9,0.5221837237477303,0.7,0.15,0.15,0.19999999999999996
10,3.2,0.5492652967572212,0.6,0.1,0.3,0.09999999999999998
11,3.0,0.48343064486980436,0.8,0.15,0.05,0.25
12,3.5,0.5609846994280815,0.85,0.0,0.15,0.050000000000000044
13,3.1,0.5013937793672085,0.8,0.15,0.05,0.19999999999999996
14,3.4,0.553936892747879,0.8,0.1,0.1,0.09999999999999998
15,3.2,0.5792802304029465,0.75,0.15,0.1,0.15000000000000002
16,3.3,0.46477511897683144,0.9,0.05,0.05,0.15000000000000002
17,2.8,0.48808159679174423,0.65,0.15,0.2,0.19999999999999996
18,3.4,0.5164833590388298,0.9,0.1,0.0,0.15000000000000002
19,3.4,0.5239179030060768,0.75,0.05,0.2,0.050000000000000044
20,3.2,0.4716035760939121,0.85,0.05,0.1,0.15000000000000002
21,3.3,0.568037474155426,0.85,0.0,0.15,0.09999999999999998
22,3.4,0.5502206072211265,0.95,0.05,0.0,0.15000000000000002
23,2.8,0.4219779334962368,1.0,0.0,0.0,0.30000000000000004
24,3.0,0.41162056624889376,1.0,0.0,0.0,0.25
25,3.6,0.4874933362007141,0.9,0.0,0.1,0.050000000000000044
26,3.6,0.5151285089552402,1.0,0.0,0.0,0.09999999999999998
27,3.9,0.5160743676126003,0.95,0.0,0.05,0.0
28,3.7,0.5065793924033641,0.95,0.0,0.05,0.050000000000000044
29,3.4,0.5563179671764373,1.0,0.0,0.0,0.15000000000000002
30,4.0,0.5767696723341942,1.0,0.0,0.0,0.0
31,3.5,0.5015458136796951,0.95,0.0,0.05,0.09999999999999998
32,3.8,0.5016726016998291,1.0,0.0,0.0,0.050000000000000044
33,4.0,0.5998933523893356,1.0,0.0,0.0,0.0
34,3.4,0.5514498621225357,1.0,0.0,0.0,0.15000000000000002
35,3.6,0.5221990406513214,0.95,0.05,0.0,0.09999999999999998
36,3.8,0.6036620788276196,1.0,0.0,0.0,0.050000000000000044
37,3.5,0.5873545169830322,0.85,0.0,0.15,0.050000000000000044
38,3.8,0.5922352045774459,0.9,0.0,0.1,0.0
39,3.8,0.6195738531649113,1.0,0.0,0.0,0.050000000000000044
40,3.3,0.48766017109155657,0.95,0.0,0.05,0.15000000000000002
41,3.7,0.5247869968414307,0.95,0.0,0.05,0.050000000000000044
42,3.8,0.5290320180356503,0.9,0.0,0.1,0.0
43,3.5,0.5513438321650028,0.85,0.0,0.15,0.050000000000000044
44,3.4,0.513919286429882,1.0,0.0,0.0,0.15000000000000002
45,2.9,0.4352380529046059,0.9,0.05,0.05,0.25
46,3.7,0.5129388980567455,0.95,0.0,0.05,0.050000000000000044
47,3.8,0.5787964887917042,1.0,0.0,0.0,0.050000000000000044
48,4.0,0.6089925274252892,1.0,0.0,0.0,0.0
49,3.8,0.514232373982668,1.0,0.0,0.0,0.050000000000000044
50,4.0,0.5480754613876343,1.0,0.0,0.0,0.0
51,2.9,0.455822816491127,0.95,0.0,0.05,0.25
52,4.0,0.518718371540308,1.0,0.0,0.0,0.0
53,4.0,0.5603551387786865,1.0,0.0,0.0,0.0
54,3.8,0.5042765885591507,1.0,0.0,0.0,0.050000000000000044
55,3.8,0.656928063929081,1.0,0.0,0.0,0.050000000000000044
56,3.6,0.5196736484766007,1.0,0.0,0.0,0.09999999999999998
57,3.4,0.49568728283047675,1.0,0.0,0.0,0.15000000000000002
58,3.8,0.5673889733850956,1.0,0.0,0.0,0.050000000000000044
59,4.0,0.5869336545467376,1.0,0.0,0.0,0.0
60,3.4,0.5445740930736065,1.0,0.0,0.0,0.15000000000000002
61,3.6,0.5056353956460953,1.0,0.0,0.0,0.09999999999999998
62,3.5,0.5846910268068314,0.95,0.0,0.05,0.09999999999999998
63,3.8,0.6112030364573002,1.0,0.0,0.0,0.050000000000000044
64,3.8,0.5258207142353057,1.0,0.0,0.0,0.050000000000000044
